,time,Open,High,Low,Close,Volume
0,1626998400000,0.07541,3.0,0.07541,0.74531,290047409.0
1,1627084800000,0.74531,2.17369,0.7422,2.01,693559014.0
2,1627171200000,2.00926,2.01643,1.26501,1.4358,163630260.0
3,1627257600000,1.42817,1.6218,1.22011,1.29366,109024166.0
4,1627344000000,1.29367,1.4498,1.10097,1.268,101354610.0
5,1627430400000,1.268,1.29336,1.13361,1.14672,35711085.0
6,1627516800000,1.1455,1.18149,1.0214,1.05328,36030668.0
7,1627603200000,1.05324,1.43352,1.00001,1.2416,210394415.0
8,1627689600000,1.24159,1.41884,1.22147,1.28175,69938191.0
9,1627776000000,1.28172,1.28475,1.13393,1.145,29974933.0
10,1627862400000,1.14316,1.21,1.12967,1.14903,18008627.0
11,1627948800000,1.1488,1.20763,1.06589,1.1343,26196092.0
12,1628035200000,1.13451,1.193,1.117,1.14275,22080221.0
13,1628121600000,1.1427,1.146,1.08,1.10309,20541458.0
14,1628208000000,1.10309,1.14,1.08599,1.11,20315839.0
15,1628294400000,1.10999,1.22651,1.09856,1.1268,29919662.0
16,1628380800000,1.12669,1.31754,1.106,1.26533,78220655.0
17,1628467200000,1.26374,1.3,1.17,1.20024,37695164.0
18,1628553600000,1.20024,1.23297,1.152,1.16999,20669453.0
19,1628640000000,1.16999,1.2485,1.16028,1.18234,26949327.0
20,1628726400000,1.18218,1.22,1.12,1.12688,11980653.0
